Year,Units,Жынысы,Өңірлер,Аймақ,Білім беру,Отбасылық жағдайы,азаматтығы,GeoCode,Value
2015,1000 туылғанға,ұлдар,Ақтөбе,сельское население,,,,,12.89
2016,1000 туылғанға,ұлдар,Ақтөбе,сельское население,,,,,8.82
2017,1000 туылғанға,ұлдар,Ақтөбе,сельское население,,,,,8.84
2018,1000 туылғанға,ұлдар,Ақтөбе,сельское население,,,,,7.3
2010,1000 туылғанға,ұлдар,Алматы,сельское население,,,,,12.0
2011,1000 туылғанға,ұлдар,Алматы,сельское население,,,,,13.09
2012,1000 туылғанға,ұлдар,Алматы,сельское население,,,,,14.2
2013,1000 туылғанға,ұлдар,Алматы,сельское население,,,,,10.83
2014,1000 туылғанға,ұлдар,Алматы,сельское население,,,,,9.77
2015,1000 туылғанға,ұлдар,Алматы,сельское население,,,,,9.42
2016,1000 туылғанға,ұлдар,Алматы,сельское население,,,,,7.76
2017,1000 туылғанға,ұлдар,Алматы,сельское население,,,,,9.0
2018,1000 туылғанға,ұлдар,Алматы,сельское население,,,,,8.09
2010,1000 туылғанға,ұлдар,Атырау,сельское население,,,,,21.05
2011,1000 туылғанға,ұлдар,Атырау,сельское население,,,,,17.94
2012,1000 туылғанға,ұлдар,Атырау,сельское население,,,,,13.71
2013,1000 туылғанға,ұлдар,Атырау,сельское население,,,,,10.3
2014,1000 туылғанға,ұлдар,Атырау,сельское население,,,,,10.27
2015,1000 туылғанға,ұлдар,Атырау,сельское население,,,,,6.71
2016,1000 туылғанға,ұлдар,Атырау,сельское население,,,,,8.88
2017,1000 туылғанға,ұлдар,Атырау,сельское население,,,,,7.18
2018,1000 туылғанға,ұлдар,Атырау,сельское население,,,,,15.31
2010,1000 туылғанға,ұлдар,Батыс Қазақстан,сельское население,,,,,18.87
2011,1000 туылғанға,ұлдар,Батыс Қазақстан,сельское население,,,,,16.07
2012,1000 туылғанға,ұлдар,Батыс Қазақстан,сельское население,,,,,15.3
2013,1000 туылғанға,ұлдар,Батыс Қазақстан,сельское население,,,,,11.46
2014,1000 туылғанға,ұлдар,Батыс Қазақстан,сельское население,,,,,11.1
2015,1000 туылғанға,ұлдар,Батыс Қазақстан,сельское население,,,,,8.0
2016,1000 туылғанға,ұлдар,Батыс Қазақстан,сельское население,,,,,9.54
2017,1000 туылғанға,ұлдар,Батыс Қазақстан,сельское население,,,,,7.72
2018,1000 туылғанға,ұлдар,Батыс Қазақстан,сельское население,,,,,8.13
2010,1000 туылғанға,ұлдар,Жамбыл,сельское население,,,,,19.22
2011,1000 туылғанға,ұлдар,Жамбыл,сельское население,,,,,13.94
2012,1000 туылғанға,ұлдар,Жамбыл,сельское население,,,,,16.37
2013,1000 туылғанға,ұлдар,Жамбыл,сельское население,,,,,11.51
2014,1000 туылғанға,ұлдар,Жамбыл,сельское население,,,,,8.43
2015,1000 туылғанға,ұлдар,Жамбыл,сельское население,,,,,8.72
2016,1000 туылғанға,ұлдар,Жамбыл,сельское население,,,,,7.89
2017,1000 туылғанға,ұлдар,Жамбыл,сельское население,,,,,8.53
2018,1000 туылғанға,ұлдар,Жамбыл,сельское население,,,,,8.18
2010,1000 туылғанға,ұлдар,Қарағанды,сельское население,,,,,12.76
2011,1000 туылғанға,ұлдар,Қарағанды,сельское население,,,,,13.17
2012,1000 туылғанға,ұлдар,Қарағанды,сельское население,,,,,13.32
2013,1000 туылғанға,ұлдар,Қарағанды,сельское население,,,,,16.11
2014,1000 туылғанға,ұлдар,Қарағанды,сельское население,,,,,14.14
2015,1000 туылғанға,ұлдар,Қарағанды,сельское население,,,,,11.13
2016,1000 туылғанға,ұлдар,Қарағанды,сельское население,,,,,9.33
2017,1000 туылғанға,ұлдар,Қарағанды,сельское население,,,,,7.16
2018,1000 туылғанға,ұлдар,Қарағанды,сельское население,,,,,9.54
2010,1000 туылғанға,ұлдар,Қостанай,сельское население,,,,,20.23
2011,1000 туылғанға,ұлдар,Қостанай,сельское население,,,,,14.69
2012,1000 туылғанға,ұлдар,Қостанай,сельское население,,,,,18.6
2013,1000 туылғанға,ұлдар,Қостанай,сельское население,,,,,13.25
2014,1000 туылғанға,ұлдар,Қостанай,сельское население,,,,,13.71
2015,1000 туылғанға,ұлдар,Қостанай,сельское население,,,,,9.45
2016,1000 туылғанға,ұлдар,Қостанай,сельское население,,,,,9.68
2017,1000 туылғанға,ұлдар,Қостанай,сельское население,,,,,15.47
2018,1000 туылғанға,ұлдар,Қостанай,сельское население,,,,,12.63
2010,1000 туылғанға,ұлдар,Қызылорда,сельское население,,,,,23.67
2011,1000 туылғанға,ұлдар,Қызылорда,сельское население,,,,,24.69
2012,1000 туылғанға,ұлдар,Қызылорда,сельское население,,,,,22.02
2013,1000 туылғанға,ұлдар,Қызылорда,сельское население,,,,,15.73
2014,1000 туылғанға,ұлдар,Қызылорда,сельское население,,,,,11.85
2015,1000 туылғанға,ұлдар,Қызылорда,сельское население,,,,,8.45
2016,1000 туылғанға,ұлдар,Қызылорда,сельское население,,,,,6.88
2017,1000 туылғанға,ұлдар,Қызылорда,сельское население,,,,,9.08
2018,1000 туылғанға,ұлдар,Қызылорда,сельское население,,,,,8.84
2010,1000 туылғанға,ұлдар,Маңғыстау,сельское население,,,,,17.4
2011,1000 туылғанға,ұлдар,Маңғыстау,сельское население,,,,,16.25
2012,1000 туылғанға,ұлдар,Маңғыстау,сельское население,,,,,14.63
2013,1000 туылғанға,ұлдар,Маңғыстау,сельское население,,,,,11.18
2014,1000 туылғанға,ұлдар,Маңғыстау,сельское население,,,,,9.37
2015,1000 туылғанға,ұлдар,Маңғыстау,сельское население,,,,,13.28
2016,1000 туылғанға,ұлдар,Маңғыстау,сельское население,,,,,10.44
2017,1000 туылғанға,ұлдар,Маңғыстау,сельское население,,,,,10.63
2018,1000 туылғанға,ұлдар,Маңғыстау,сельское население,,,,,11.47
2010,1000 туылғанға,ұлдар,Оңтүстік Қазақстан,сельское население,,,,,20.34
2011,1000 туылғанға,ұлдар,Оңтүстік Қазақстан,сельское население,,,,,15.23
2012,1000 туылғанға,ұлдар,Оңтүстік Қазақстан,сельское население,,,,,15.56
2013,1000 туылғанға,ұлдар,Оңтүстік Қазақстан,сельское население,,,,,14.22
2014,1000 туылғанға,ұлдар,Оңтүстік Қазақстан,сельское население,,,,,11.47
2015,1000 туылғанға,ұлдар,Оңтүстік Қазақстан,сельское население,,,,,12.39
2016,1000 туылғанға,ұлдар,Оңтүстік Қазақстан,сельское население,,,,,12.23
2017,1000 туылғанға,ұлдар,Оңтүстік Қазақстан,сельское население,,,,,11.34
2018,1000 туылғанға,ұлдар,Оңтүстік Қазақстан,сельское население,,,,,9.99
2010,1000 туылғанға,ұлдар,Павлодар,сельское население,,,,,15.95
2011,1000 туылғанға,ұлдар,Павлодар,сельское население,,,,,14.2
2012,1000 туылғанға,ұлдар,Павлодар,сельское население,,,,,9.42
2013,1000 туылғанға,ұлдар,Павлодар,сельское население,,,,,12.84
2014,1000 туылғанға,ұлдар,Павлодар,сельское население,,,,,11.43
2015,1000 туылғанға,ұлдар,Павлодар,сельское население,,,,,8.73
2016,1000 туылғанға,ұлдар,Павлодар,сельское население,,,,,11.37
2017,1000 туылғанға,ұлдар,Павлодар,сельское население,,,,,6.952872740065081
2018,1000 туылғанға,ұлдар,Павлодар,сельское население,,,,,4.95
2010,1000 туылғанға,ұлдар,Солтүстік Қазақстан,сельское население,,,,,16.7
2011,1000 туылғанға,ұлдар,Солтүстік Қазақстан,сельское население,,,,,15.15
