Year,Units,Жасы,Өңірлер,Аймақ,Білім беру,Отбасылық жағдайы,азаматтығы,GeoCode,Value
2018,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Батыс Қазақстан,,,,,,20.88
2010,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Жамбыл,,,,,,36.69
2011,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Жамбыл,,,,,,41.58
2012,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Жамбыл,,,,,,45.43
2013,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Жамбыл,,,,,,46.2
2014,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Жамбыл,,,,,,50.16
2015,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Жамбыл,,,,,,46.0
2016,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Жамбыл,,,,,,41.09
2017,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Жамбыл,,,,,,35.47
2018,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Жамбыл,,,,,,36.61
2010,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Қарағанды,,,,,,29.27
2011,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Қарағанды,,,,,,31.14
2012,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Қарағанды,,,,,,32.02
2013,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Қарағанды,,,,,,30.56
2014,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Қарағанды,,,,,,32.0
2015,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Қарағанды,,,,,,28.3
2016,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Қарағанды,,,,,,24.05
2017,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Қарағанды,,,,,,20.46
2018,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Қарағанды,,,,,,20.41
2010,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Қостанай,,,,,,25.82
2011,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Қостанай,,,,,,29.53
2012,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Қостанай,,,,,,30.19
2013,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Қостанай,,,,,,29.65
2014,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Қостанай,,,,,,28.95
2015,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Қостанай,,,,,,26.6
2016,"на 1 000 женщин
 в данной возрастной группе",в возрасте от 15 до - 19 лет,Қостанай,,,,,,24.56
